map,scenario,N,runtime_ms,makespan,soc,success
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-17,750,10181,10181,10181,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-17,1000,10142,10142,10142,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-18,50,24,24,24,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-18,250,486,486,486,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-18,500,10184,10184,10184,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-18,750,10188,10188,10188,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-18,1000,10150,10150,10150,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-19,50,20,20,20,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-19,250,112,112,112,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-19,500,10175,10175,10175,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-19,750,10187,10187,10187,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-19,1000,10147,10147,10147,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-1,50,19,19,19,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-1,250,93,93,93,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-1,500,4680,4680,4680,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-1,750,10183,10183,10183,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-1,1000,10127,10127,10127,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-20,50,20,20,20,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-20,250,1702,1702,1702,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-20,500,10213,10213,10213,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-20,750,10180,10180,10180,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-20,1000,10143,10143,10143,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-21,50,17,17,17,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-21,250,91,91,91,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-21,500,10198,10198,10198,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-21,750,10183,10183,10183,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-21,1000,10155,10155,10155,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-22,50,21,21,21,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-22,250,448,448,448,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-22,500,10203,10203,10203,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-22,750,10163,10163,10163,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-22,1000,10144,10144,10144,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-23,50,21,21,21,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-23,250,97,97,97,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-23,500,10183,10183,10183,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-23,750,10195,10195,10195,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-23,1000,10153,10153,10153,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-24,50,22,22,22,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-24,250,94,94,94,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-24,500,10185,10185,10185,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-24,750,10162,10162,10162,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-24,1000,10132,10132,10132,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-25,50,20,20,20,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-25,250,94,94,94,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-25,500,10179,10179,10179,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-25,750,10178,10178,10178,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-25,1000,10139,10139,10139,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-2,50,19,19,19,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-2,250,95,95,95,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-2,500,10200,10200,10200,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-2,750,10139,10139,10139,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-2,1000,10140,10140,10140,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-3,50,606,606,606,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-3,250,212,212,212,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-3,500,10228,10228,10228,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-3,750,10176,10176,10176,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-3,1000,10120,10120,10120,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-4,50,20,20,20,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-4,250,6107,6107,6107,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-4,500,10267,10267,10267,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-4,750,10181,10181,10181,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-4,1000,10135,10135,10135,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-5,50,21,21,21,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-5,250,3600,3600,3600,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-5,500,10222,10222,10222,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-5,750,10180,10180,10180,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-5,1000,10129,10129,10129,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-6,50,21,21,21,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-6,250,2193,2193,2193,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-6,500,10203,10203,10203,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-6,750,10125,10125,10125,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-6,1000,10141,10141,10141,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-7,50,23,23,23,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-7,250,783,783,783,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-7,500,10181,10181,10181,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-7,750,10185,10185,10185,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-7,1000,10126,10126,10126,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-8,50,46,46,46,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-8,250,1571,1571,1571,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-8,500,10183,10183,10183,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-8,750,10180,10180,10180,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-8,1000,10137,10137,10137,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-9,50,20,20,20,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-9,250,447,447,447,1
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-9,500,10203,10203,10203,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-9,750,10176,10176,10176,0
warehouse-20-40-10-2-1,warehouse-20-40-10-2-1-random-9,1000,10125,10125,10125,0
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-10,50,40,40,40,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-10,250,145,145,145,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-10,500,265,265,265,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-10,750,451,451,451,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-10,1000,632,632,632,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-11,50,42,42,42,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-11,250,143,143,143,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-11,500,284,284,284,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-11,750,443,443,443,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-11,1000,614,614,614,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-12,50,40,40,40,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-12,250,153,153,153,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-12,500,288,288,288,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-12,750,438,438,438,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-12,1000,612,612,612,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-13,50,32,32,32,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-13,250,147,147,147,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-13,500,292,292,292,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-13,750,452,452,452,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-13,1000,596,596,596,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-14,50,30,30,30,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-14,250,151,151,151,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-14,500,285,285,285,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-14,750,450,450,450,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-14,1000,621,621,621,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-15,50,36,36,36,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-15,250,148,148,148,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-15,500,287,287,287,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-15,750,473,473,473,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-15,1000,580,580,580,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-16,50,34,34,34,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-16,250,141,141,141,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-16,500,296,296,296,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-16,750,412,412,412,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-16,1000,604,604,604,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-17,50,35,35,35,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-17,250,144,144,144,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-17,500,280,280,280,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-17,750,427,427,427,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-17,1000,600,600,600,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-18,50,32,32,32,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-18,250,148,148,148,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-18,500,284,284,284,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-18,750,430,430,430,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-18,1000,654,654,654,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-19,50,33,33,33,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-19,250,145,145,145,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-19,500,278,278,278,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-19,750,414,414,414,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-19,1000,611,611,611,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-1,50,37,37,37,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-1,250,140,140,140,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-1,500,287,287,287,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-1,750,428,428,428,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-1,1000,569,569,569,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-20,50,37,37,37,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-20,250,144,144,144,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-20,500,267,267,267,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-20,750,445,445,445,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-20,1000,595,595,595,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-21,50,34,34,34,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-21,250,144,144,144,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-21,500,282,282,282,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-21,750,453,453,453,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-21,1000,608,608,608,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-22,50,30,30,30,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-22,250,144,144,144,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-22,500,284,284,284,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-22,750,440,440,440,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-22,1000,578,578,578,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-23,50,32,32,32,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-23,250,151,151,151,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-23,500,285,285,285,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-23,750,446,446,446,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-23,1000,616,616,616,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-24,50,31,31,31,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-24,250,153,153,153,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-24,500,279,279,279,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-24,750,432,432,432,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-24,1000,584,584,584,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-25,50,36,36,36,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-25,250,145,145,145,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-25,500,294,294,294,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-25,750,452,452,452,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-25,1000,584,584,584,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-2,50,34,34,34,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-2,250,145,145,145,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-2,500,277,277,277,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-2,750,418,418,418,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-2,1000,571,571,571,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-3,50,35,35,35,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-3,250,137,137,137,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-3,500,280,280,280,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-3,750,451,451,451,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-3,1000,592,592,592,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-4,50,38,38,38,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-4,250,142,142,142,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-4,500,296,296,296,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-4,750,448,448,448,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-4,1000,594,594,594,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-5,50,30,30,30,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-5,250,149,149,149,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-5,500,325,325,325,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-5,750,438,438,438,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-5,1000,600,600,600,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-6,50,37,37,37,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-6,250,143,143,143,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-6,500,287,287,287,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-6,750,451,451,451,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-6,1000,617,617,617,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-7,50,34,34,34,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-7,250,155,155,155,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-7,500,293,293,293,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-7,750,428,428,428,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-7,1000,608,608,608,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-8,50,34,34,34,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-8,250,145,145,145,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-8,500,284,284,284,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-8,750,422,422,422,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-8,1000,605,605,605,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-9,50,30,30,30,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-9,250,141,141,141,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-9,500,275,275,275,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-9,750,452,452,452,1
warehouse-20-40-10-2-2,warehouse-20-40-10-2-2-random-9,1000,643,643,643,1
ost003d,ost003d-random-10,50,10,10,10,1
ost003d,ost003d-random-10,250,67,67,67,1
ost003d,ost003d-random-10,500,121,121,121,1
ost003d,ost003d-random-10,750,204,204,204,1
ost003d,ost003d-random-10,1000,267,267,267,1
ost003d,ost003d-random-11,50,11,11,11,1
ost003d,ost003d-random-11,250,62,62,62,1
ost003d,ost003d-random-11,500,122,122,122,1
ost003d,ost003d-random-11,750,189,189,189,1
ost003d,ost003d-random-11,1000,280,280,280,1
ost003d,ost003d-random-12,50,12,12,12,1
ost003d,ost003d-random-12,250,62,62,62,1
ost003d,ost003d-random-12,500,120,120,120,1
ost003d,ost003d-random-12,750,191,191,191,1
ost003d,ost003d-random-12,1000,275,275,275,1
ost003d,ost003d-random-13,50,12,12,12,1
ost003d,ost003d-random-13,250,58,58,58,1
ost003d,ost003d-random-13,500,123,123,123,1
ost003d,ost003d-random-13,750,183,183,183,1
ost003d,ost003d-random-13,1000,285,285,285,1
ost003d,ost003d-random-14,50,10,10,10,1
ost003d,ost003d-random-14,250,63,63,63,1
ost003d,ost003d-random-14,500,111,111,111,1
ost003d,ost003d-random-14,750,179,179,179,1
ost003d,ost003d-random-14,1000,276,276,276,1
ost003d,ost003d-random-15,50,12,12,12,1
ost003d,ost003d-random-15,250,63,63,63,1
ost003d,ost003d-random-15,500,122,122,122,1
ost003d,ost003d-random-15,750,194,194,194,1
ost003d,ost003d-random-15,1000,267,267,267,1
ost003d,ost003d-random-16,50,10,10,10,1
ost003d,ost003d-random-16,250,60,60,60,1
ost003d,ost003d-random-16,500,121,121,121,1
ost003d,ost003d-random-16,750,183,183,183,1
ost003d,ost003d-random-16,1000,266,266,266,1
ost003d,ost003d-random-17,50,12,12,12,1
ost003d,ost003d-random-17,250,60,60,60,1
ost003d,ost003d-random-17,500,124,124,124,1
ost003d,ost003d-random-17,750,195,195,195,1
ost003d,ost003d-random-17,1000,264,264,264,1
ost003d,ost003d-random-18,50,13,13,13,1
ost003d,ost003d-random-18,250,59,59,59,1
ost003d,ost003d-random-18,500,117,117,117,1
ost003d,ost003d-random-18,750,183,183,183,1
ost003d,ost003d-random-18,1000,263,263,263,1
ost003d,ost003d-random-19,50,11,11,11,1
ost003d,ost003d-random-19,250,59,59,59,1
ost003d,ost003d-random-19,500,125,125,125,1
ost003d,ost003d-random-19,750,191,191,191,1
ost003d,ost003d-random-19,1000,275,275,275,1
ost003d,ost003d-random-1,50,10,10,10,1
ost003d,ost003d-random-1,250,58,58,58,1
ost003d,ost003d-random-1,500,114,114,114,1
ost003d,ost003d-random-1,750,187,187,187,1
ost003d,ost003d-random-1,1000,262,262,262,1
ost003d,ost003d-random-20,50,11,11,11,1
ost003d,ost003d-random-20,250,60,60,60,1
ost003d,ost003d-random-20,500,120,120,120,1
ost003d,ost003d-random-20,750,194,194,194,1
ost003d,ost003d-random-20,1000,279,279,279,1
ost003d,ost003d-random-21,50,13,13,13,1
ost003d,ost003d-random-21,250,63,63,63,1
ost003d,ost003d-random-21,500,124,124,124,1
ost003d,ost003d-random-21,750,182,182,182,1
ost003d,ost003d-random-21,1000,263,263,263,1
ost003d,ost003d-random-22,50,13,13,13,1
ost003d,ost003d-random-22,250,66,66,66,1
ost003d,ost003d-random-22,500,128,128,128,1
ost003d,ost003d-random-22,750,195,195,195,1
ost003d,ost003d-random-22,1000,265,265,265,1
ost003d,ost003d-random-23,50,13,13,13,1
ost003d,ost003d-random-23,250,58,58,58,1
ost003d,ost003d-random-23,500,116,116,116,1
ost003d,ost003d-random-23,750,190,190,190,1
ost003d,ost003d-random-23,1000,268,268,268,1
ost003d,ost003d-random-24,50,13,13,13,1
ost003d,ost003d-random-24,250,60,60,60,1
ost003d,ost003d-random-24,500,124,124,124,1
ost003d,ost003d-random-24,750,187,187,187,1
ost003d,ost003d-random-24,1000,258,258,258,1
ost003d,ost003d-random-25,50,10,10,10,1
ost003d,ost003d-random-25,250,66,66,66,1
ost003d,ost003d-random-25,500,125,125,125,1
ost003d,ost003d-random-25,750,181,181,181,1
ost003d,ost003d-random-25,1000,272,272,272,1
ost003d,ost003d-random-2,50,11,11,11,1
ost003d,ost003d-random-2,250,62,62,62,1
ost003d,ost003d-random-2,500,124,124,124,1
ost003d,ost003d-random-2,750,186,186,186,1
ost003d,ost003d-random-2,1000,267,267,267,1
ost003d,ost003d-random-3,50,11,11,11,1
ost003d,ost003d-random-3,250,64,64,64,1
ost003d,ost003d-random-3,500,125,125,125,1
ost003d,ost003d-random-3,750,182,182,182,1
ost003d,ost003d-random-3,1000,264,264,264,1
ost003d,ost003d-random-4,50,11,11,11,1
ost003d,ost003d-random-4,250,63,63,63,1
ost003d,ost003d-random-4,500,118,118,118,1
ost003d,ost003d-random-4,750,201,201,201,1
ost003d,ost003d-random-4,1000,282,282,282,1
ost003d,ost003d-random-5,50,12,12,12,1
ost003d,ost003d-random-5,250,60,60,60,1
ost003d,ost003d-random-5,500,110,110,110,1
